name,point_estimate,boot_mean,ci_low_95,ci_high_95,excludes_zero,n_valid_resamples
Кассовые чеки + Оформление торгового зала,-36222.0,-37103.0,-41576.0,-33013.0,True,551
Деловая переписка + Заключение договоров,36068.0,35788.0,12648.0,67230.0,True,1000
Кассовые чеки + Обслуживание покупателей,-36012.0,-36506.0,-40712.0,-32418.0,True,713
Кассовые операции + Кассовые чеки,-35851.0,-36753.0,-41010.0,-32572.0,True,551
Оформление торгового зала,-35798.0,-36591.0,-40771.0,-32527.0,True,551
Прямые продажи,35545.0,34977.0,20756.0,51756.0,True,1000
Кассовые чеки + Консультативные продажи,-35331.0,-36192.0,-40566.0,-31999.0,True,554
Администрирование серверов + Администрирование сетевого оборудования,-35245.0,-35971.0,-44400.0,-28526.0,True,1000
Знание кассовой дисциплины,-35124.0,-35359.0,-40248.0,-29986.0,True,627
Консультативные продажи + Оформление торгового зала,-34854.0,-35778.0,-40339.0,-31606.0,True,551
Кассовые операции,-34652.0,-34540.0,-39355.0,-29623.0,True,901
Визуальный мерчандайзинг,-34493.0,-34917.0,-39413.0,-30733.0,True,820
Визуальный мерчандайзинг + Обслуживание покупателей,-33908.0,-34560.0,-38991.0,-30398.0,True,713
Розничная торговля,-33806.0,-33872.0,-41993.0,-25728.0,True,1000
Руководство коллективом + Управление командой,33608.0,30572.0,13743.0,49173.0,True,1000
Развитие продаж,33239.0,32581.0,22473.0,43563.0,True,1000
Веб-программирование,-33186.0,-32804.0,-40163.0,-24472.0,True,1000
Техническая поддержка пользователей,-32870.0,-33347.0,-39278.0,-27499.0,True,1000
Figma,-32862.0,-33386.0,-42848.0,-24097.0,True,1000
Активные продажи + Навыки продаж,32360.0,32704.0,20232.0,46588.0,True,1000
Администрирование сетевого оборудования + Настройка ПК + Настройка сетевых подключений,-32357.0,-31934.0,-40243.0,-23766.0,True,1000
BPMN + UML,32209.0,34241.0,19298.0,49775.0,True,1000
Администрирование сетевого оборудования + Настройка ПК,-31998.0,-32555.0,-38796.0,-25886.0,True,1000
Настройка сетевых подключений + Техническая поддержка пользователей,-31919.0,-33346.0,-41769.0,-25004.0,True,1000
Администрирование серверов,-30861.0,-31369.0,-38830.0,-23839.0,True,1000
Аналитика продаж,30816.0,29950.0,16271.0,43573.0,True,1000
Администрирование серверов Windows,-30706.0,-30468.0,-38628.0,-21714.0,True,1000
Резервное копирование,-30582.0,-30653.0,-39274.0,-21425.0,True,1000
Администрирование серверов Windows + Администрирование сетевого оборудования,-30363.0,-31991.0,-42083.0,-22717.0,True,1000
Active Directory,-30328.0,-29733.0,-42035.0,-17394.0,True,1000
Проведение презентаций,30184.0,30249.0,13904.0,51873.0,True,1000
Unity,-30126.0,-32490.0,-42764.0,-22484.0,True,1000
PostgreSQL,30025.0,30204.0,23088.0,37628.0,True,1000
Консультативные продажи,-29831.0,-29841.0,-37142.0,-22469.0,True,1000
Adobe Photoshop,-29552.0,-30816.0,-39761.0,-21579.0,True,1000
Администрирование сетевого оборудования,-29429.0,-29229.0,-34965.0,-23217.0,True,1000
BPMN,29421.0,29787.0,18172.0,40690.0,True,1000
Redis,29419.0,30181.0,13215.0,47217.0,True,1000
Навыки продаж,29354.0,28785.0,20493.0,38493.0,True,1000
Навыки презентации,29232.0,30403.0,17100.0,43400.0,True,1000
PostgreSQL + Python,29139.0,28194.0,16261.0,40544.0,True,1000
UML,28751.0,29629.0,16486.0,42333.0,True,1000
Руководство коллективом,28718.0,28681.0,15552.0,43721.0,True,1000
CRM,28290.0,26412.0,-1089.0,70735.0,False,1000
Администрирование сетевого оборудования + Настройка ПО,-28106.0,-28591.0,-36054.0,-21321.0,True,1000
Управление командой,28000.0,28499.0,20208.0,36805.0,True,1000
Настройка ПК + Настройка ПО,-27952.0,-27793.0,-33676.0,-21582.0,True,1000
Деловое общение + Работа с большим объемом информации,27441.0,26574.0,9793.0,44125.0,True,1000
Администрирование сетевого оборудования + Настройка сетевых подключений,-27304.0,-27696.0,-34927.0,-19641.0,True,1000
PostgreSQL + SQL,27091.0,27381.0,16118.0,38943.0,True,1000
Настройка ПК + Настройка сетевых подключений,-27069.0,-26879.0,-32224.0,-21284.0,True,1000
Настройка ПК + Настройка ПО + Настройка сетевых подключений,-26814.0,-26796.0,-33616.0,-19469.0,True,1000
Настройка ПК,-26502.0,-26858.0,-31050.0,-22677.0,True,1000
Git + PostgreSQL,26328.0,26025.0,13919.0,37392.0,True,1000
Docker + PostgreSQL,26271.0,26223.0,14787.0,38070.0,True,1000
Настройка ПО + Настройка сетевых подключений,-26253.0,-25754.0,-31806.0,-19482.0,True,1000
Docker,26090.0,26089.0,17153.0,34697.0,True,1000
Деловое общение + Организаторские навыки,26035.0,25072.0,7607.0,43461.0,True,1000
Документооборот,-25589.0,-26471.0,-35321.0,-17917.0,True,1000
Консультирование клиентов,25454.0,23942.0,6235.0,44055.0,True,1000
Настройка ПО,-25409.0,-25417.0,-30207.0,-20613.0,True,1000
Деловая переписка + Деловое общение,25285.0,24884.0,9656.0,41953.0,True,1000
Яндекс.Метрика,-25068.0,-27111.0,-39881.0,-14434.0,True,1000
Сборка ПК,-24759.0,-23831.0,-31652.0,-15763.0,True,1000
Администрирование сетевого оборудования + Настройка ПО + Настройка сетевых подключений,-24736.0,-27217.0,-36246.0,-18248.0,True,1000
HTML5,-24526.0,-26119.0,-39134.0,-14553.0,True,1000
Git + SQL,24485.0,24072.0,10682.0,37945.0,True,1000
Деловая коммуникация + Деловая переписка + Организаторские навыки,24223.0,21364.0,-386.0,41681.0,False,1000
Деловая коммуникация + Организаторские навыки,24157.0,25294.0,10825.0,41833.0,True,1000
ERP-системы на базе 1С,23988.0,24716.0,14191.0,33993.0,True,1000
Администрирование сетевого оборудования + Настройка ПК + Настройка ПО,-23853.0,-27010.0,-36321.0,-18163.0,True,1000
HTML,-23632.0,-23573.0,-29056.0,-18229.0,True,1000
Linux + PostgreSQL,23322.0,25023.0,10340.0,40974.0,True,1000
Техническая поддержка,-23148.0,-23514.0,-28376.0,-18266.0,True,1000
Работа с оргтехникой,-23141.0,-24434.0,-35689.0,-11847.0,True,1000
PostgreSQL + REST API,23018.0,22599.0,9248.0,35538.0,True,1000
Выездное обслуживание,22484.0,24403.0,11861.0,37831.0,True,1000
Agile,22323.0,24675.0,5799.0,43137.0,True,1000
Управленческие навыки,22229.0,22337.0,9773.0,36914.0,True,1000
Строительство,22009.0,21420.0,11740.0,31604.0,True,1000
1С программирование,21734.0,21753.0,15640.0,27564.0,True,1000
Автоматизация процессов,21489.0,21267.0,11871.0,31199.0,True,1000
CSS,-21423.0,-21136.0,-29763.0,-12297.0,True,1000
SEO оптимизация,-21294.0,-22179.0,-32909.0,-10628.0,True,1000
Оптимизация бизнес-процессов,21269.0,22646.0,7091.0,42770.0,True,1000
Ведение документации,-21231.0,-22599.0,-33117.0,-12354.0,True,1000
Ведение переговоров + Управление проектами,21078.0,20248.0,7040.0,34460.0,True,1000
Системный анализ,20982.0,21172.0,8657.0,33767.0,True,1000
Ремонт ПК,-20965.0,-21390.0,-27173.0,-14953.0,True,1000
Деловая коммуникация + Деловая переписка + Деловое общение,20517.0,20196.0,1537.0,37784.0,True,1000
Деловая коммуникация + Деловое общение,20195.0,20521.0,4928.0,35337.0,True,1000
SEO,-20177.0,-19930.0,-30061.0,-8952.0,True,1000
Системы видеонаблюдения + Техническое обслуживание,20160.0,20294.0,6432.0,35536.0,True,1000
CSS + HTML,-20008.0,-19495.0,-28224.0,-10770.0,True,1000
1С программирование + 1С: Бухгалтерия,19954.0,19701.0,7841.0,31497.0,True,1000
MS PowerPoint,-19644.0,-19626.0,-30058.0,-9563.0,True,1000
REST API + SQL,19601.0,19104.0,6870.0,30829.0,True,1000
CI/CD,19504.0,20020.0,2069.0,38916.0,True,1000
1С программирование + 1С: Управление Торговлей,19499.0,20998.0,6993.0,34010.0,True,1000
Сбор и анализ информации,-19379.0,-19034.0,-25130.0,-12514.0,True,1000
Монтаж оборудования + Техническое обслуживание,18960.0,19815.0,8969.0,31663.0,True,1000
Laravel,18908.0,17738.0,428.0,36471.0,True,1000
REST,18792.0,19636.0,7404.0,32300.0,True,1000
1С программирование + 1С: Предприятие 8,18346.0,18508.0,9603.0,27118.0,True,1000
Git + Python,17649.0,16498.0,1866.0,31733.0,True,1000
1С: Бухгалтерия + 1С: Управление Торговлей,17628.0,18454.0,4244.0,32589.0,True,1000
Организаторские навыки + Управление командой,17426.0,18198.0,5945.0,31175.0,True,1000
Настройка ПК + Ремонт ПК,-17364.0,-17349.0,-25233.0,-8965.0,True,1000
HTML + JavaScript,-17127.0,-16522.0,-25106.0,-8013.0,True,1000
SQL,16912.0,16951.0,11436.0,22962.0,True,1000
Zabbix,-16866.0,-16367.0,-29722.0,-2279.0,True,1000
MS SQL,16715.0,15368.0,1891.0,30663.0,True,1000
Интернет-реклама,-16644.0,-15535.0,-27087.0,-2033.0,True,1000
Монтаж оборудования + Настройка сетевых подключений,16417.0,14194.0,1287.0,27645.0,True,994
Деловая коммуникация + Работа с большим объемом информации,16387.0,16037.0,-8161.0,42906.0,False,1000
Docker + Python,16290.0,14812.0,1278.0,28336.0,True,1000
Настройка сетевых подключений,-16136.0,-16346.0,-21553.0,-11509.0,True,1000
Docker + Git,16134.0,18943.0,5395.0,34824.0,True,1000
JavaScript + Python,-16121.0,-14679.0,-29852.0,4997.0,False,1000
Монтаж оборудования,15706.0,15287.0,8723.0,22781.0,True,1000
Постановка задач разработчикам,15529.0,15106.0,3889.0,27009.0,True,1000
Постановка задач разработчикам + Разработка технических заданий,15331.0,17563.0,2724.0,34804.0,True,1000
REST API,15329.0,15183.0,6048.0,24516.0,True,1000
Деловое общение,15117.0,14762.0,6980.0,23289.0,True,1000
Деловая переписка + Организаторские навыки,15075.0,13536.0,-1165.0,26474.0,False,1000
Linux + SQL,14655.0,10582.0,-4829.0,27565.0,False,1000
Администрирование,-14485.0,-13526.0,-24098.0,70.0,False,1000
1С: Управление Торговлей,14469.0,13677.0,3956.0,22701.0,True,1000
Git,14378.0,14373.0,7332.0,21473.0,True,1000
1С: Предприятие 8 + 1С: Управление Торговлей,14372.0,15252.0,2234.0,27480.0,True,1000
Клиентоориентированность,-14228.0,-11740.0,-25386.0,3796.0,False,1000
Аналитика,-14149.0,-14867.0,-25115.0,-3748.0,True,1000
Монтаж оборудования + Системы видеонаблюдения,14067.0,18963.0,6212.0,35256.0,True,1000
Python + SQL,13968.0,16510.0,4106.0,28376.0,True,1000
1С-Битрикс,-13897.0,-14024.0,-22259.0,-6030.0,True,1000
Грамотная речь,-13896.0,-13151.0,-20366.0,-5696.0,True,1000
Анализ данных,-13797.0,-13884.0,-20585.0,-6584.0,True,1000
Настройка сетевых подключений + Системы видеонаблюдения,13769.0,11894.0,-2119.0,25614.0,False,997
Техническая документация,13498.0,10922.0,1835.0,20379.0,True,1000
1С: Предприятие,13464.0,13493.0,1813.0,25042.0,True,1000
Организаторские навыки + Работа с большим объемом информации,13447.0,12105.0,-5931.0,33115.0,False,1000
Анализ рынка,13326.0,12583.0,-2190.0,29375.0,False,1000
Грамотная речь + Работа в команде,-13179.0,-10900.0,-21980.0,2242.0,False,1000
Навыки межличностного общения,13155.0,13348.0,-7663.0,38239.0,False,1000
Atlassian Jira,12913.0,11881.0,-7256.0,32894.0,False,1000
HTML + PHP,-12834.0,-13101.0,-22410.0,-3394.0,True,1000
Обновление конфигурации 1С,12808.0,12159.0,1132.0,23397.0,True,1000
1С программирование + Обновление конфигурации 1С,12735.0,12916.0,264.0,25626.0,True,1000
Docker + Linux,12617.0,14097.0,-508.0,29029.0,False,1000
Деловое общение + Обучение и развитие,12605.0,14574.0,-2582.0,35509.0,False,1000
1С + 1С программирование,12580.0,12655.0,2033.0,23345.0,True,1000
Обучение персонала + Организаторские навыки,12578.0,9863.0,-7126.0,26767.0,False,1000
Проектная документация,12258.0,10878.0,1535.0,21527.0,True,1000
JavaScript + TypeScript,12225.0,9767.0,-5104.0,23498.0,False,1000
Настройка сетевых подключений + Техническое обслуживание,12144.0,11411.0,114.0,23035.0,True,1000
Организаторские навыки,12039.0,11943.0,5289.0,19131.0,True,1000
Анализ конкурентной среды,11950.0,11527.0,-2639.0,29494.0,False,1000
Bash,11945.0,11144.0,-522.0,23925.0,False,1000
Мотивация персонала,11935.0,11417.0,-2593.0,26434.0,False,1000
Подбор персонала,-11853.0,-11077.0,-21146.0,-427.0,True,1000
C++,11604.0,11919.0,317.0,24296.0,True,1000
TCP/IP,-11504.0,-11501.0,-20276.0,-2842.0,True,1000
JavaScript + MySQL,-11477.0,-12065.0,-23322.0,-1366.0,True,1000
Бюджетирование,11468.0,8935.0,-16400.0,39761.0,False,1000
Аналитическое мышление + Организаторские навыки,11372.0,9449.0,-8189.0,27555.0,False,1000
Git + Linux,11340.0,13679.0,1035.0,26204.0,True,1000
Git + PHP,11327.0,10590.0,-2902.0,24169.0,False,1000
Пользователь ПК,-11245.0,-12932.0,-19741.0,-6314.0,True,1000
Маркетплейсы,-10872.0,-11184.0,-20617.0,-1715.0,True,1000
AutoCAD,10864.0,8470.0,-2080.0,20193.0,False,1000
Контроль качества,-10821.0,-10847.0,-19674.0,-1385.0,True,1000
MS Excel,-10675.0,-10855.0,-17471.0,-4182.0,True,1000
Linux + Python,10665.0,10892.0,-268.0,21164.0,False,1000
Анализ данных + Аналитическое мышление,-10643.0,-10070.0,-18307.0,-1512.0,True,1000
Internet Marketing,-10638.0,-11685.0,-23849.0,2602.0,False,1000
Деловая переписка + Работа с большим объемом информации,10463.0,9265.0,-5555.0,26555.0,False,1000
Монтаж инженерных систем,10448.0,10516.0,1617.0,22122.0,True,999
Обучение и развитие,-10346.0,-10599.0,-16200.0,-4520.0,True,1000
JavaScript + PHP,-10331.0,-11676.0,-20474.0,-2690.0,True,1000
Внимательность,10163.0,9216.0,-6022.0,26313.0,False,1000
Базы данных,10133.0,10027.0,-4862.0,25137.0,False,1000
Подготовка презентаций,-10102.0,-10810.0,-24800.0,4335.0,False,1000
Python,9965.0,10099.0,4044.0,16513.0,True,1000
Git + REST API,9890.0,8840.0,-3955.0,21547.0,False,1000
Разработка ПО,9455.0,9370.0,-3760.0,23180.0,False,1000
Администрирование серверов Linux,-8949.0,-9522.0,-23927.0,4287.0,False,1000
JavaScript,-8948.0,-9040.0,-15481.0,-2469.0,True,1000
MySQL,-8731.0,-9218.0,-17474.0,-1036.0,True,1000
Деловая коммуникация,8508.0,8533.0,985.0,16039.0,True,1000
Точность и внимательность к деталям,-7757.0,-8015.0,-16097.0,466.0,False,1000
MySQL + PHP,-7602.0,-7009.0,-18170.0,3315.0,False,1000
1С: Зарплата и управление персоналом,7458.0,6855.0,-5220.0,20635.0,False,1000
Интернет маркетинг,-7144.0,-10435.0,-26341.0,6529.0,False,1000
Разработка технических заданий,7096.0,7174.0,-675.0,15689.0,False,1000
Бизнес-анализ,6964.0,6405.0,-1456.0,14945.0,False,1000
Настройка ПК + Техническое обслуживание,-6753.0,-6320.0,-14088.0,1138.0,False,1000
Настройка роутеров,6438.0,3652.0,-10542.0,18378.0,False,1000
API,6408.0,6613.0,-2498.0,15877.0,False,1000
Деловая коммуникация + Деловая переписка,6201.0,5493.0,-5890.0,17509.0,False,1000
Техническое обслуживание,6144.0,5813.0,-790.0,12512.0,False,1000
Node.js,6016.0,5954.0,-7670.0,18945.0,False,1000
Linux,5868.0,5982.0,-22.0,12182.0,False,1000
Системы видеонаблюдения,5742.0,4281.0,-4731.0,13657.0,False,1000
Бухгалтерский учет,5706.0,10079.0,-7913.0,40392.0,False,1000
Информационные технологии,-5670.0,-5786.0,-13456.0,2214.0,False,1000
Планирование бюджета,5481.0,6369.0,-5233.0,19056.0,False,1000
Java,5446.0,6112.0,-3646.0,16847.0,False,1000
Документальное сопровождение,5295.0,7123.0,-12418.0,33466.0,False,1000
Анализ продаж,5201.0,6169.0,-12948.0,26381.0,False,1000
1С + 1С: Предприятие 8,5116.0,5373.0,-9682.0,19500.0,False,1000
Английский язык,5110.0,6162.0,-2958.0,16012.0,False,1000
Инженерные системы,5084.0,4552.0,-4399.0,12928.0,False,1000
Маркетинговый анализ,4677.0,4384.0,-7495.0,16701.0,False,1000
1С: Бухгалтерия,4348.0,4415.0,-3919.0,12154.0,False,1000
1С: Документооборот,4324.0,3205.0,-8203.0,14440.0,False,1000
Планирование,4117.0,4584.0,-7022.0,16853.0,False,1000
Аналитическое мышление + Разработка технических заданий,4105.0,3317.0,-8040.0,16062.0,False,1000
Поиск информации в интернет,4103.0,4470.0,-11323.0,24020.0,False,1000
1С: Предприятие 8,3965.0,4010.0,-1756.0,10027.0,False,1000
слаботочные системы,3842.0,7278.0,-2341.0,18625.0,False,1000
Аналитическое мышление + Деловая переписка,-3747.0,-3480.0,-18464.0,12330.0,False,1000
Битрикс24,3540.0,2393.0,-12564.0,25159.0,False,1000
Обучение персонала,3512.0,4384.0,-4598.0,13665.0,False,1000
E-Commerce,-3359.0,-3657.0,-13608.0,6586.0,False,1000
Электрические системы и слаботочные системы,3246.0,4186.0,-2932.0,13318.0,False,1000
Ответственность,-3115.0,-3196.0,-11488.0,5802.0,False,1000
Работа с базами данных,3091.0,3011.0,-7836.0,15463.0,False,1000
Коммуникабельность,-3043.0,-972.0,-13026.0,12855.0,False,1000
Организация работы сотрудников,-2782.0,-1799.0,-17010.0,13623.0,False,1000
ООП,2709.0,4943.0,-8652.0,20611.0,False,1000
Проектный менеджмент,2608.0,1885.0,-8630.0,12693.0,False,1000
Умение работать в коллективе,-2560.0,-2760.0,-12095.0,7997.0,False,1000
React,2559.0,3347.0,-9112.0,14565.0,False,1000
Git + MySQL,-2536.0,-3450.0,-14396.0,8218.0,False,1000
Анализ бизнес-процессов,-2519.0,970.0,-14480.0,19779.0,False,1000
Обучение и развитие + Организаторские навыки,-2508.0,-3705.0,-19585.0,13283.0,False,1000
PHP,-2485.0,-2698.0,-11262.0,5202.0,False,1000
Управление персоналом,2355.0,2735.0,-8766.0,15102.0,False,1000
Работа в команде,-2252.0,-2746.0,-8799.0,3259.0,False,1000
TypeScript,2142.0,3172.0,-8323.0,14043.0,False,1000
Деловая переписка,2139.0,2228.0,-4778.0,9961.0,False,1000
1С: Бухгалтерия + 1С: Предприятие 8,1985.0,2137.0,-9989.0,13724.0,False,1000
Управление проектами,1697.0,1636.0,-4230.0,8176.0,False,1000
C#,-1493.0,-349.0,-10214.0,10687.0,False,1000
Аналитическое мышление + Деловая коммуникация,1410.0,897.0,-14624.0,19019.0,False,1000
Project management,1356.0,-103.0,-21688.0,27078.0,False,1000
Git + JavaScript,1273.0,1813.0,-9029.0,14168.0,False,1000
Работа с большим объемом информации,-1144.0,-953.0,-7848.0,6602.0,False,1000
Монтаж оборудования + Прокладка кабелей,1139.0,1516.0,-4823.0,7460.0,False,845
Аналитическое мышление,-1088.0,-805.0,-6651.0,5111.0,False,1000
Анализ требований,-1083.0,-2993.0,-17355.0,11269.0,False,1000
Прокладка кабелей,980.0,1236.0,-4737.0,6495.0,False,996
Аналитическое мышление + Работа с большим объемом информации,-823.0,-551.0,-12005.0,12849.0,False,1000
Аналитическое мышление + Бизнес-анализ,-756.0,-853.0,-12968.0,11081.0,False,1000
JavaScript + SQL,-735.0,-2162.0,-19867.0,18332.0,False,1000
Продвижение бренда,667.0,1430.0,-11192.0,16062.0,False,1000
1С,-80.0,615.0,-6231.0,7241.0,False,1000
