skill,model,accuracy,precision,recall,f1,majority_baseline_acc,positive_rate,pr_auc,roc_auc
java,spark_gbt,0.9793375394321766,0.5547945205479452,0.5510204081632653,0.552901023890785,0.976813880126183,0.023186119873817034,0.4559797630771363,0.91104945126767
java,spark_logistic_regression,0.9736593059936909,0.4494949494949495,0.6054421768707483,0.5159420289855072,0.976813880126183,0.023186119873817034,0.3920640935892992,0.9259236069690272
деловое общение,spark_random_forest,0.9441640378548896,0.15358361774744028,0.2980132450331126,0.20270270270270271,0.9761829652996845,0.023817034700315456,0.1335204493947247,0.833150355415879
деловое общение,spark_gbt,0.96198738170347,0.2,0.1986754966887417,0.1993355481727575,0.9761829652996845,0.023817034700315456,0.1195607034927538,0.7856681208595897
деловое общение,spark_logistic_regression,0.9110410094637224,0.10666666666666667,0.3708609271523179,0.16568047337278105,0.9761829652996845,0.023817034700315456,0.0969590216361391,0.8132619398441371
sql,catboost,0.8886435331230284,0.39038189533239037,0.5009074410163339,0.43879173290937995,0.9130914826498423,0.08690851735015773,0.3825412330922421,0.8318208793885644
sql,xgboost,0.8629337539432177,0.3297644539614561,0.558983666061706,0.4148148148148148,0.9130914826498423,0.08690851735015773,0.3867221842760023,0.8224265370928469
sql,lightgbm,0.8850157728706625,0.3763888888888889,0.49183303085299457,0.42643587726199844,0.9130914826498423,0.08690851735015773,0.3826186053511538,0.8231165622014841
python,catboost,0.9277602523659306,0.4981684981684982,0.5964912280701754,0.5429141716566867,0.9280757097791799,0.07192429022082018,0.4939838397705973,0.898798182999988
python,xgboost,0.9309148264984227,0.5192307692307693,0.5328947368421053,0.525974025974026,0.9280757097791799,0.07192429022082018,0.5098503665148265,0.8872075029518052
python,lightgbm,0.9241324921135646,0.47771836007130125,0.5877192982456141,0.5270403146509341,0.9280757097791799,0.07192429022082018,0.4955328329886608,0.8910167104964996
linux,catboost,0.9350157728706625,0.4489311163895487,0.5121951219512195,0.47848101265822784,0.9417981072555205,0.0582018927444795,0.447695385331296,0.9002688695451684
linux,xgboost,0.945583596214511,0.541095890410959,0.4281842818428184,0.47806354009077157,0.9417981072555205,0.0582018927444795,0.4539681979587444,0.891076744463643
