antecedent,consequent,confidence,lift,support
['Руководство коллективом'],['Организаторские навыки'],0.5,5.452054794520548,0.01721105527638191
['Холодные продажи'],['Активные продажи'],0.7317073170731707,14.381210478771454,0.011306532663316583
['1С программирование'],['1С: Предприятие 8'],0.4873096446700508,10.207854662035801,0.024120603015075376
['Визуальный мерчандайзинг'],['Обслуживание покупателей'],0.9318181818181818,37.46097337006427,0.010301507537688442
['Грамотная речь'],['Работа в команде'],0.43373493975903615,9.670952718436773,0.013567839195979899
"['Деловая переписка', 'Деловая коммуникация']",['Деловое общение'],0.4375,5.765728476821192,0.013190954773869347
"['Приемка товара', 'Мерчандайзинг', 'Консультативные продажи']",['Обслуживание покупателей'],0.9764705882352941,39.25609031491384,0.01042713567839196
['Прокладка кабелей'],['Монтаж оборудования'],0.7251908396946565,25.429599488852272,0.01193467336683417
"['Телефонные переговоры', 'Деловое общение']",['Деловая переписка'],0.5168539325842697,6.300394032727085,0.011557788944723618
"['Деловое общение', 'Деловая коммуникация']",['Деловая переписка'],0.6363636363636364,7.757204510650146,0.013190954773869347
['Администрирование серверов'],['Администрирование сетевого оборудования'],0.6456692913385826,18.757399850566124,0.010301507537688442
['Навыки продаж'],['Активные продажи'],0.5381818181818182,10.577598204264872,0.0185929648241206
"['Выкладка товара', 'Консультативные продажи']",['Обслуживание покупателей'],0.975609756097561,39.22148312392215,0.010050251256281407
['B2B Продажи'],['Телефонные переговоры'],0.4013377926421405,7.986622073578595,0.01507537688442211
['B2B Продажи'],['Активные продажи'],0.49498327759197325,9.728560221313845,0.0185929648241206
['Ремонт ПК'],['Настройка ПК'],0.7801418439716312,16.471960419135765,0.013819095477386936
['Системы видеонаблюдения'],['Техническое обслуживание'],0.47619047619047616,14.196540039236668,0.010050251256281407
['Системы видеонаблюдения'],['Монтаж оборудования'],0.5059523809523809,17.74176631004825,0.010678391959798994
['Системы видеонаблюдения'],['Настройка сетевых подключений'],0.5535714285714286,9.991901522513768,0.011683417085427136
['Техническая поддержка пользователей'],['Настройка ПК'],0.5202312138728323,10.984192208031153,0.011306532663316583
['Техническая поддержка пользователей'],['Настройка сетевых подключений'],0.5317919075144508,9.598783636768772,0.011557788944723618
"['Мерчандайзинг', 'Обслуживание покупателей']",['Выкладка товара'],0.6451612903225806,56.43388869195321,0.010050251256281407
"['Мерчандайзинг', 'Обслуживание покупателей']",['Приемка товара'],0.8064516129032258,50.546101092202186,0.01256281407035176
"['Мерчандайзинг', 'Обслуживание покупателей']",['Консультативные продажи'],0.7741935483870968,36.25047438330171,0.012060301507537688
"['Деловое общение', 'Работа с большим объемом информации']",['Деловая переписка'],0.6323529411764706,7.708314566255292,0.010804020100502512
"['Мерчандайзинг', 'Консультативные продажи']",['Приемка товара'],0.8673469387755102,54.36284750120521,0.010678391959798994
"['Мерчандайзинг', 'Консультативные продажи']",['Обслуживание покупателей'],0.9795918367346939,39.381570810142236,0.012060301507537688
"['Деловая переписка', 'Организаторские навыки']",['Деловая коммуникация'],0.5821917808219178,6.178995433789954,0.010678391959798994
"['Настройка ПО', 'Настройка ПК']",['Настройка сетевых подключений'],0.7025641025641025,12.681202395488109,0.01721105527638191
"['Настройка ПО', 'Настройка ПК']",['Администрирование сетевого оборудования'],0.4307692307692308,12.514317798989332,0.010552763819095477
"['Настройка ПО', 'Настройка сетевых подключений']",['Настройка ПК'],0.8058823529411765,17.015447027617412,0.01721105527638191
"['Настройка ПО', 'Настройка сетевых подключений']",['Администрирование сетевого оборудования'],0.4764705882352941,13.841992271361098,0.010175879396984925
"['Приемка товара', 'Консультативные продажи', 'Обслуживание покупателей']",['Мерчандайзинг'],0.8645833333333334,44.980936819172115,0.01042713567839196
['Администрирование сетевого оборудования'],['Настройка ПК'],0.4744525547445255,10.017618927762395,0.016331658291457288
['Администрирование сетевого оборудования'],['Настройка сетевых подключений'],0.5474452554744526,9.8813247926908,0.018844221105527637
['Развитие продаж'],['Управление продажами'],0.48616600790513836,17.12336912798629,0.015452261306532664
"['Выкладка товара', 'Обслуживание покупателей']",['Консультативные продажи'],0.9195402298850575,43.05611899932387,0.010050251256281407
"['Выкладка товара', 'Обслуживание покупателей']",['Приемка товара'],0.9540229885057471,59.79545660240746,0.01042713567839196
"['Выкладка товара', 'Обслуживание покупателей']",['Мерчандайзинг'],0.9195402298850575,47.84013222147096,0.010050251256281407
['Обновление конфигурации 1С'],['1С программирование'],0.8387096774193549,16.944489929588997,0.01306532663316583
['Управление продажами'],['Развитие продаж'],0.5442477876106194,17.123369127986287,0.015452261306532664
['Кассовые чеки'],['Оформление торгового зала'],0.7522935779816514,65.805020667406,0.010301507537688442
['Кассовые чеки'],['Обслуживание покупателей'],0.8990825688073395,36.14493559447688,0.012311557788944723
['Кассовые чеки'],['Консультативные продажи'],0.8165137614678899,38.23205612520238,0.011180904522613066
['Кассовые чеки'],['Кассовые операции'],0.7798165137614679,58.55980612774797,0.010678391959798994
['Консультативные продажи'],['Оформление торгового зала'],0.4764705882352941,41.678086619263084,0.010175879396984925
['Консультативные продажи'],['Обслуживание покупателей'],0.7352941176470589,29.560308972073678,0.015703517587939697
['Консультативные продажи'],['Кассовые чеки'],0.5235294117647059,38.23205612520238,0.011180904522613066
['Консультативные продажи'],['Выкладка товара'],0.4823529411764706,42.19263089851325,0.010301507537688442
['Консультативные продажи'],['Приемка товара'],0.5823529411764706,36.500231588698476,0.012437185929648242
['Консультативные продажи'],['Мерчандайзинг'],0.5764705882352941,29.991541714725102,0.012311557788944723
['JavaScript'],['HTML'],0.430635838150289,11.73925093039829,0.01871859296482412
"['Приемка товара', 'Консультативные продажи']",['Обслуживание покупателей'],0.9696969696969697,38.98377716559535,0.012060301507537688
"['Приемка товара', 'Консультативные продажи']",['Мерчандайзинг'],0.8585858585858586,44.668911335577995,0.010678391959798994
['Оформление торгового зала'],['Обслуживание покупателей'],0.9120879120879121,36.667776667776664,0.01042713567839196
['Оформление торгового зала'],['Консультативные продажи'],0.8901098901098901,41.67808661926309,0.010175879396984925
['Оформление торгового зала'],['Кассовые чеки'],0.9010989010989011,65.805020667406,0.010301507537688442
['MySQL'],['JavaScript'],0.42857142857142855,9.85962014863749,0.010929648241206031
['MySQL'],['Git'],0.43842364532019706,7.4410495026626196,0.011180904522613066
['MySQL'],['PHP'],0.6502463054187192,18.35447018132271,0.016582914572864323
"['Выкладка товара', 'Приемка товара']",['Обслуживание покупателей'],0.9651162790697675,38.799624148461355,0.01042713567839196
['BPMN'],['UML'],0.5912408759124088,48.518323425389426,0.010175879396984925
['BPMN'],['SQL'],0.6058394160583942,7.4192026951151036,0.01042713567839196
['HTML'],['JavaScript'],0.5102739726027398,11.739250930398292,0.01871859296482412
"['Настройка ПО', 'Администрирование сетевого оборудования']",['Настройка ПК'],0.8235294117647058,17.38804805741925,0.010552763819095477
"['Настройка ПО', 'Администрирование сетевого оборудования']",['Настройка сетевых подключений'],0.7941176470588235,14.333733493397359,0.010175879396984925
['Приемка товара'],['Выкладка товара'],0.6771653543307087,59.23336506013671,0.010804020100502512
['Приемка товара'],['Обслуживание покупателей'],0.889763779527559,35.77030143959278,0.014195979899497488
['Приемка товара'],['Консультативные продажи'],0.7795275590551181,36.50023158869847,0.012437185929648242
['Приемка товара'],['Мерчандайзинг'],0.8110236220472441,42.194431578405634,0.012939698492462312
['Активные продажи'],['Телефонные переговоры'],0.4024691358024691,8.009135802469135,0.020477386934673367
['TypeScript'],['JavaScript'],0.6343283582089553,14.593218876714694,0.010678391959798994
"['Выкладка товара', 'Мерчандайзинг']",['Обслуживание покупателей'],0.9523809523809523,38.28763828763828,0.010050251256281407
['Деловое общение'],['Деловая переписка'],0.402317880794702,4.904211839396367,0.030527638190954776
