antecedent,consequent,confidence,lift,support
['UML'],['BPMN'],0.8350515463917526,48.51832342538942,0.010175879396984925
['CSS'],['HTML'],0.8416666666666667,22.94406392694064,0.012688442211055277
['Администрирование серверов Windows'],['Администрирование сетевого оборудования'],0.6551724137931034,19.03347596274855,0.01193467336683417
"['Настройка ПК', 'Настройка сетевых подключений']",['Настройка ПО'],0.631336405529954,19.18106025961234,0.01721105527638191
"['Настройка ПК', 'Настройка сетевых подключений']",['Администрирование сетевого оборудования'],0.43317972350230416,12.584345252110733,0.011809045226130653
"['Телефонные переговоры', 'Деловая переписка']",['Деловое общение'],0.5974025974025974,7.87305409821966,0.011557788944723618
['Выкладка товара'],['Консультативные продажи'],0.9010989010989011,42.19263089851326,0.010301507537688442
['Выкладка товара'],['Обслуживание покупателей'],0.9560439560439561,38.434898434898436,0.010929648241206031
['Выкладка товара'],['Приемка товара'],0.945054945054945,59.23336506013672,0.010804020100502512
['Выкладка товара'],['Мерчандайзинг'],0.9230769230769231,48.02413273001508,0.010552763819095477
"['Консультативные продажи', 'Обслуживание покупателей']",['Выкладка товара'],0.64,55.98241758241758,0.010050251256281407
"['Консультативные продажи', 'Обслуживание покупателей']",['Приемка товара'],0.768,48.13606299212599,0.012060301507537688
"['Консультативные продажи', 'Обслуживание покупателей']",['Мерчандайзинг'],0.768,39.956078431372546,0.012060301507537688
['Установка ПО'],['Настройка ПК'],0.7352941176470589,15.525042908410049,0.01256281407035176
['Установка ПО'],['Администрирование сетевого оборудования'],0.6029411764705882,17.516101331043366,0.010301507537688442
['1С: Предприятие 8'],['1С программирование'],0.5052631578947369,10.2078546620358,0.024120603015075376
"['Деловая переписка', 'Работа с большим объемом информации']",['Деловое общение'],0.45263157894736844,5.9651446497037295,0.010804020100502512
['Обслуживание покупателей'],['Оформление торгового зала'],0.41919191919191917,36.667776667776664,0.01042713567839196
['Обслуживание покупателей'],['Консультативные продажи'],0.6313131313131313,29.560308972073678,0.015703517587939697
['Обслуживание покупателей'],['Розничная торговля'],0.4797979797979798,30.799934832192893,0.01193467336683417
['Обслуживание покупателей'],['Кассовые чеки'],0.494949494949495,36.144935594476884,0.012311557788944723
['Обслуживание покупателей'],['Выкладка товара'],0.4393939393939394,38.434898434898436,0.010929648241206031
['Обслуживание покупателей'],['Визуальный мерчандайзинг'],0.41414141414141414,37.46097337006427,0.010301507537688442
['Обслуживание покупателей'],['Приемка товара'],0.5707070707070707,35.770301439592785,0.014195979899497488
['Обслуживание покупателей'],['Мерчандайзинг'],0.6262626262626263,32.58202944477454,0.015577889447236181
['Обслуживание покупателей'],['Кассовые операции'],0.45454545454545453,34.133790737564325,0.011306532663316583
"['Приемка товара', 'Мерчандайзинг']",['Консультативные продажи'],0.8252427184466019,38.640776699029125,0.010678391959798994
"['Приемка товара', 'Мерчандайзинг']",['Обслуживание покупателей'],0.970873786407767,39.03108757477689,0.01256281407035176
"['Деловое общение', 'Деловая переписка']",['Деловая коммуникация'],0.43209876543209874,4.586008230452674,0.013190954773869347
['Заключение договоров'],['Телефонные переговоры'],0.42378048780487804,8.433231707317072,0.017462311557788945
['Техническое обслуживание'],['Настройка сетевых подключений'],0.4606741573033708,8.315116308695764,0.015452261306532664
['Техническое обслуживание'],['Монтаж оборудования'],0.4419475655430712,15.497368377633686,0.014824120603015075
['Постановка задач разработчикам'],['Разработка технических заданий'],0.4574468085106383,12.260190558062899,0.010804020100502512
"['Приемка товара', 'Обслуживание покупателей']",['Выкладка товара'],0.7345132743362832,64.24973256831665,0.01042713567839196
"['Приемка товара', 'Обслуживание покупателей']",['Консультативные продажи'],0.8495575221238938,39.77928162415409,0.012060301507537688
"['Приемка товара', 'Обслуживание покупателей']",['Мерчандайзинг'],0.8849557522123894,46.0408352131413,0.01256281407035176
['1С: Управление Торговлей'],['1С: Бухгалтерия'],0.41148325358851673,13.997464523780312,0.010804020100502512
['1С: Управление Торговлей'],['1С: Предприятие 8'],0.4880382775119617,10.223117602618988,0.012814070351758794
['1С: Управление Торговлей'],['1С программирование'],0.6124401913875598,12.373157166103999,0.016080402010050253
"['Мерчандайзинг', 'Консультативные продажи', 'Обслуживание покупателей']",['Приемка товара'],0.8645833333333334,54.189632545931765,0.01042713567839196
['Настройка ПО'],['Настройка ПК'],0.7442748091603053,15.714661753092917,0.024497487437185928
['Настройка ПО'],['Настройка сетевых подключений'],0.648854961832061,11.7117584947465,0.02135678391959799
['Монтаж оборудования'],['Прокладка кабелей'],0.4185022026431718,25.42959948885227,0.01193467336683417
['Монтаж оборудования'],['Техническое обслуживание'],0.5198237885462555,15.497368377633688,0.014824120603015075
['Монтаж оборудования'],['Настройка сетевых подключений'],0.5154185022026432,9.303245527285805,0.014698492462311558
['Телефонные переговоры'],['Активные продажи'],0.4075,8.009135802469135,0.020477386934673367
['Телефонные переговоры'],['Деловое общение'],0.445,5.864569536423841,0.02236180904522613
"['Администрирование сетевого оборудования', 'Настройка ПК']",['Настройка ПО'],0.6461538461538462,19.631238990017614,0.010552763819095477
"['Администрирование сетевого оборудования', 'Настройка ПК']",['Настройка сетевых подключений'],0.7230769230769231,13.051456480027909,0.011809045226130653
"['Администрирование сетевого оборудования', 'Настройка сетевых подключений']",['Настройка ПО'],0.54,16.406106870229006,0.010175879396984925
"['Администрирование сетевого оборудования', 'Настройка сетевых подключений']",['Настройка ПК'],0.6266666666666667,13.231476569407604,0.011809045226130653
['PHP'],['JavaScript'],0.43617021276595747,10.034436108719715,0.015452261306532664
['PHP'],['MySQL'],0.46808510638297873,18.35447018132271,0.016582914572864323
['1С: Бухгалтерия'],['1С: Предприятие 8'],0.5,10.473684210526317,0.014698492462311558
['1С: Бухгалтерия'],['1С программирование'],0.5299145299145299,10.705887457156493,0.015577889447236181
['Настройка сетевых подключений'],['Настройка ПК'],0.49206349206349204,10.389457286009009,0.027261306532663315
['Кассовые операции'],['Обслуживание покупателей'],0.8490566037735849,34.13379073756432,0.011306532663316583
['Кассовые операции'],['Кассовые чеки'],0.8018867924528302,58.559806127747976,0.010678391959798994
['Розничная торговля'],['Обслуживание покупателей'],0.7661290322580645,30.799934832192893,0.01193467336683417
['REST API'],['PostgreSQL'],0.4703196347031963,8.085840803968559,0.012939698492462312
['REST API'],['SQL'],0.4292237442922374,5.256340007024938,0.011809045226130653
['REST API'],['Git'],0.410958904109589,6.974910184887694,0.011306532663316583
['Настройка ПК'],['Настройка сетевых подключений'],0.5755968169761273,10.38945728600901,0.027261306532663315
['Настройка ПК'],['Настройка ПО'],0.5172413793103449,15.71466175309292,0.024497487437185928
['Мерчандайзинг'],['Выкладка товара'],0.5490196078431373,48.02413273001508,0.010552763819095477
['Мерчандайзинг'],['Приемка товара'],0.673202614379085,42.19443157840565,0.012939698492462312
['Мерчандайзинг'],['Консультативные продажи'],0.6405228758169934,29.991541714725106,0.012311557788944723
['Мерчандайзинг'],['Обслуживание покупателей'],0.8104575163398693,32.58202944477454,0.015577889447236181
['1С'],['1С программирование'],0.424812030075188,8.582496851265219,0.014195979899497488
['Docker'],['Linux'],0.4387755102040816,6.56513733312874,0.01620603015075377
['Docker'],['PostgreSQL'],0.46938775510204084,8.069819720544805,0.017336683417085427
['Docker'],['Python'],0.43197278911564624,5.9080814456366735,0.015954773869346732
['Docker'],['Git'],0.42517006802721086,7.216106058628141,0.015703517587939697
['Поиск и привлечение клиентов'],['B2B Продажи'],0.44782608695652176,11.922059037370946,0.012939698492462312
['Поиск и привлечение клиентов'],['Развитие продаж'],0.4,12.58498023715415,0.011557788944723618
['Поиск и привлечение клиентов'],['Телефонные переговоры'],0.46956521739130436,9.344347826086956,0.013567839195979899
['Поиск и привлечение клиентов'],['Активные продажи'],0.6260869565217392,12.305314009661837,0.018090452261306532
['Поиск и привлечение клиентов'],['Заключение договоров'],0.4,9.707317073170733,0.011557788944723618
['Анализ данных'],['Аналитическое мышление'],0.5233160621761658,5.777525457589847,0.012688442211055277
"['Приемка товара', 'Мерчандайзинг', 'Обслуживание покупателей']",['Консультативные продажи'],0.83,38.86352941176471,0.01042713567839196
