skill,model,accuracy,precision,recall,f1,majority_baseline_acc,positive_rate,pr_auc,roc_auc
1с программирование,spark_gbt,0.9523659305993691,0.2846715328467153,0.42391304347826086,0.34061135371179035,0.9709779179810726,0.029022082018927444,0.3052359197605202,0.8894870151425259
1с программирование,spark_logistic_regression,0.9436908517350158,0.2693333333333333,0.5489130434782609,0.3613595706618962,0.9709779179810726,0.029022082018927444,0.2661510139605065,0.9137912464333128
организаторские навыки,spark_random_forest,0.908832807570978,0.09643605870020965,0.23834196891191708,0.1373134328358209,0.9695583596214511,0.030441640378548896,0.0913854838920656,0.7768362510546873
организаторские навыки,spark_gbt,0.876813880126183,0.10054347826086957,0.38341968911917096,0.15931108719052745,0.9695583596214511,0.030441640378548896,0.1413740461247923,0.7727725981164407
организаторские навыки,spark_logistic_regression,0.9080441640378549,0.11764705882352941,0.31088082901554404,0.17069701280227595,0.9695583596214511,0.030441640378548896,0.1105257126442783,0.7920401796739803
деловая переписка,spark_random_forest,0.8468454258675079,0.09631147540983606,0.5136612021857924,0.1622088006902502,0.9711356466876971,0.02886435331230284,0.0939498678030216,0.8163399249687819
деловая переписка,spark_gbt,0.9222397476340694,0.12009803921568628,0.2677595628415301,0.16582064297800336,0.9711356466876971,0.02886435331230284,0.1391814994707352,0.7962392975785704
деловая переписка,spark_logistic_regression,0.9162460567823344,0.12660944206008584,0.3224043715846995,0.18181818181818185,0.9711356466876971,0.02886435331230284,0.1080213014461783,0.8012733296589868
английский язык,spark_random_forest,0.9484227129337539,0.21755725190839695,0.31843575418994413,0.2585034013605442,0.9717665615141956,0.028233438485804417,0.1939341822404059,0.7587659443662104
английский язык,spark_gbt,0.9643533123028392,0.3333333333333333,0.26256983240223464,0.29374999999999996,0.9717665615141956,0.028233438485804417,0.1858375254591888,0.6907643049312714
английский язык,spark_logistic_regression,0.955993690851735,0.2641509433962264,0.3128491620111732,0.2864450127877238,0.9717665615141956,0.028233438485804417,0.1654711020953974,0.7561925393015536
javascript,spark_random_forest,0.9604100946372239,0.39937106918238996,0.679144385026738,0.5029702970297031,0.9705047318611988,0.02949526813880126,0.4568360118464159,0.9337869184285562
javascript,spark_gbt,0.9553627760252366,0.35798816568047337,0.6470588235294118,0.46095238095238095,0.9705047318611988,0.02949526813880126,0.433010736526894,0.9056353537381444
javascript,spark_logistic_regression,0.9604100946372239,0.3933333333333333,0.6310160427807486,0.48459958932238184,0.9705047318611988,0.02949526813880126,0.3866131067731859,0.9329030402108098
1с: предприятие 8,spark_random_forest,0.9134069400630915,0.12994350282485875,0.4423076923076923,0.20087336244541484,0.9753943217665615,0.024605678233438486,0.1210773695066192,0.8650886696852094
1с: предприятие 8,spark_gbt,0.955993690851735,0.19402985074626866,0.25,0.2184873949579832,0.9753943217665615,0.024605678233438486,0.1687230009155831,0.8413637758317574
1с: предприятие 8,spark_logistic_regression,0.9192429022082019,0.1454183266932271,0.46794871794871795,0.2218844984802432,0.9753943217665615,0.024605678233438486,0.1327138550133472,0.8704032532258601
бизнес-анализ,spark_random_forest,0.9542586750788643,0.22522522522522523,0.2976190476190476,0.2564102564102564,0.9735015772870662,0.026498422712933754,0.2009555245847594,0.8630041007005523
бизнес-анализ,spark_gbt,0.9624605678233439,0.2535211267605634,0.21428571428571427,0.23225806451612901,0.9735015772870662,0.026498422712933754,0.1783345724024651,0.7860619579977164
бизнес-анализ,spark_logistic_regression,0.9496845425867508,0.20622568093385213,0.31547619047619047,0.24941176470588236,0.9735015772870662,0.026498422712933754,0.1546820248449688,0.8645351124895847
управление командой,spark_random_forest,0.9577287066246056,0.20634920634920634,0.2484076433121019,0.2254335260115607,0.9752365930599369,0.02476340694006309,0.1492475895298154,0.8205022812705062
управление командой,spark_gbt,0.9572555205047318,0.20618556701030927,0.25477707006369427,0.2279202279202279,0.9752365930599369,0.02476340694006309,0.1514081096825648,0.7703019683104791
управление командой,spark_logistic_regression,0.9547318611987382,0.16145833333333334,0.19745222929936307,0.17765042979942697,0.9752365930599369,0.02476340694006309,0.1189247150888784,0.8378639396496039
разработка технических заданий,spark_random_forest,0.9629337539432177,0.2097902097902098,0.19736842105263158,0.20338983050847456,0.97602523659306,0.023974763406940065,0.1005729781576534,0.7854479595481916
